263,165,190,211,203
132,82,94,105,102
228,227,241,204,251
114,113,121,102,125
241,246,252,251,246
121,123,126,126,123
215,219,203,188,206
108,110,102,95,103
189,148,187,219,233
94,75,93,109,117
211,198,198,224,240
106,100,99,113,120
242,253,247,247,225
121,127,124,124,113
247,249,251,254,217
124,125,126,127,108
2,2,0,0,0
233,209,141,231,245
117,105,71,116,123
244,240,201,151,142
123,120,101,76,72
204,240,247,235,247
103,120,124,118,124
243,253,251,243,241
122,127,126,122,121
238,202,252,251,249
120,101,127,125,124
235,251,244,247,247
117,126,123,123,123
247,237,246,230,253
124,119,124,115,127
201,195,229,237,245
101,98,115,119,123
250,251,251,249,244
124,125,126,125,122
230,252,251,250,247
116,126,126,125,123
1,2,1,0,0
233,248,251,250,249
117,124,126,125,124
240,248,237,241,247
121,124,119,121,124
243,247,215,193,193
122,124,108,97,97
248,254,253,251,249
125,127,127,126,125
247,253,250,249,247
124,127,125,124,124
248,234,250,247,252
124,116,124,123,126
246,257,245,239,247
124,128,122,120,124
247,237,247,247,237
124,119,124,124,119
201,206,245,247,252
101,103,122,124,126
205,299,299,297,297
103,150,150,149,149
1,2,1,0,0
295,289,283,302,300
148,145,142,152,150
1,0,0,0,0
296,295,295,285,295
148,147,148,143,148
257,273,276,274,281
128,137,138,136,140
290,276,239,229,278
146,138,120,115,139
295,303,299,301,302
148,152,150,151,151
303,287,255,268,255
152,144,128,134,127
249,283,288,297,283
125,142,144,148,142
297,300,297,252,252
149,150,148,127,126
299,301,301,299,275
150,151,151,150,138
248,287,300,296,299
124,143,151,148,150
1,2,1,0,0
295,297,293,282,295
1,0,0,0,0
148,149,147,141,147
295,298,297,290,284
148,149,148,145,142
271,283,279,277,291
135,142,140,139,146
259,295,298,297,299
130,148,150,148,149
298,257,235,269,299
149,129,118,135,150
297,297,298,277,301
149,149,150,138,150
296,300,299,297,297
149,150,150,149,149
295,303,305,297,301
148,152,153,149,151
289,285,297,294,298
145,143,149,148,149
295,300,285,293,255
148,150,142,147,128
2,2,0,0,0
279,298,299,293,284
140,150,149,146,143
295,300,289,299,296
148,151,145,150,148
278,289,240,257,297
139,144,120,128,149
259,197,299,295,299
129,99,150,148,150
295,297,299,282,246
148,149,150,142,123
2,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,2
2,2,2,2,2
6,0,0,0,0
1,0,0,0,0
7,0,0,0,0
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
2,2,0,0,0
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,2
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
2,2,0,0,0
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,0,0,0,0
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
2,1,0,0,0
1,1,1,1,1
2,2,2,2,2
1,0,0,0,0
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,2
2,2,2,2,3
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,0,0,0,0
1,1,1,1,1
2,2,2,2,2
1,0,0,0,0
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
2,2,2,2,2
